기간,구분,지표,값,전년 동기,YoY(%),기준선,판정
2026-04-01,⑧ 자유 재주문,재주문율 · 90일(%),36.05,39.9,-9.6,전년比 하락 금지,이탈
2026-04-01,⑧ 자유 재주문,3회차 도달률 · 90일(%),16.21,18.62,-12.9,전년比 하락 금지,이탈
2026-04-01,⑧ 자유 재주문,2회차 구독 전환(%),,1.92,,,
2026-04-01,⑨ 진단,자유 첫 재주문 간격 P50(일),,23.0,,,
2026-04-01,⑨ 진단,자유 첫 재주문 간격 P75(일),,54.0,,,
2026-04-01,⑨ 진단,자유 재주문 중 구독 비중(%),,4.22,,,
2026-05-01,⑧ 자유 재주문,자유 첫 주문 고객(명),7215.0,6925.0,4.2,,
2026-05-01,⑧ 자유 재주문,재주문율 · 28일 조기(%),21.46,24.55,-12.6,전년比 하락 금지,이탈
2026-05-01,⑧ 자유 재주문,재주문율 · 90일(%),,37.99,,전년比 하락 금지,
2026-05-01,⑧ 자유 재주문,3회차 도달률 · 90일(%),,17.82,,전년比 하락 금지,
2026-05-01,⑧ 자유 재주문,2회차 구독 전환(%),,1.69,,,
2026-05-01,⑨ 진단,자유 첫 재주문 간격 P50(일),,25.0,,,
2026-05-01,⑨ 진단,자유 첫 재주문 간격 P75(일),,65.0,,,
2026-05-01,⑨ 진단,자유 재주문 중 구독 비중(%),,3.66,,,
2026-06-01,⑧ 자유 재주문,자유 첫 주문 고객(명),6153.0,5422.0,13.5,,
2026-06-01,⑧ 자유 재주문,재주문율 · 28일 조기(%),23.05,23.05,0.0,전년比 하락 금지,양호
2026-06-01,⑧ 자유 재주문,재주문율 · 90일(%),,37.2,,전년比 하락 금지,
2026-06-01,⑧ 자유 재주문,3회차 도달률 · 90일(%),,17.85,,전년比 하락 금지,
2026-06-01,⑧ 자유 재주문,2회차 구독 전환(%),,1.64,,,
2026-06-01,⑨ 진단,자유 첫 재주문 간격 P50(일),,29.0,,,
2026-06-01,⑨ 진단,자유 첫 재주문 간격 P75(일),,76.0,,,
2026-06-01,⑨ 진단,자유 재주문 중 구독 비중(%),,3.5,,,
2026-07-01,⑧ 자유 재주문,자유 첫 주문 고객(명),5900.0,4439.0,32.9,,
2026-07-01,⑧ 자유 재주문,재주문율 · 28일 조기(%),,25.28,,전년比 하락 금지,
2026-07-01,⑧ 자유 재주문,재주문율 · 90일(%),,41.09,,전년比 하락 금지,
2026-07-01,⑧ 자유 재주문,3회차 도달률 · 90일(%),,20.97,,전년比 하락 금지,
2026-07-01,⑧ 자유 재주문,2회차 구독 전환(%),,1.71,,,
2026-07-01,⑨ 진단,자유 첫 재주문 간격 P50(일),,29.0,,,
2026-07-01,⑨ 진단,자유 첫 재주문 간격 P75(일),,76.0,,,
2026-07-01,⑨ 진단,자유 재주문 중 구독 비중(%),,3.37,,,
